timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1621212026202,365,obtener carrito del cliente,200,OK,Brein 1-6,text,true,,699,1718,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,365,0,0
1621212025791,780,Obtener terminales del cliente,200,OK,Brein 1-17,text,true,,1028,1349,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,780,0,501
1621212026224,357,obtener carrito del cliente,200,OK,Brein 1-16,text,true,,699,1718,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,357,0,0
1621212026372,243,obtener carrito del cliente,200,OK,Brein 1-9,text,true,,699,1718,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,243,0,0
1621212025892,738,Obtener terminales del cliente,200,OK,Brein 1-4,text,true,,1028,1349,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,738,0,503
1621212025955,715,Obtener terminales del cliente,200,OK,Brein 1-3,text,true,,1028,1349,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,715,0,499
1621212026511,221,obtener lista de productos,200,OK,Brein 1-11,text,true,,4590,2433,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,221,0,0
1621212026567,223,obtener lista de productos,200,OK,Brein 1-6,text,true,,4590,2433,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,223,0,0
1621212026563,232,obtener lista de productos,200,OK,Brein 1-13,text,true,,4590,2433,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,232,0,0
1621212026582,214,obtener lista de productos,200,OK,Brein 1-16,text,true,,4590,2433,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,214,0,0
1621212026571,246,obtener carrito del cliente,200,OK,Brein 1-17,text,true,,699,1718,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,246,0,0
1621212026616,216,obtener lista de productos,200,OK,Brein 1-9,text,true,,4590,2433,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,215,0,0
